"PLAYER_ID","PLAYER_NAME","TEAM_NAME","SEASON_NAME"
1986,"R Vinay Kumar","Royal Challengers Bangalore","2007"
1987,"R Vinay Kumar","Royal Challengers Bangalore","2009"
1988,"R Vinay Kumar","Mumbai Indians","2017"
1989,"R Vinay Kumar","Kochi Tuskers Kerala","2011"
1990,"RA Bawa","Punjab Kings","2022"
1991,"RA Jadeja","Chennai Super Kings","2022"
1992,"RA Jadeja","Kochi Tuskers Kerala","2011"
1993,"RA Jadeja","Chennai Super Kings","2019"
1994,"RA Jadeja","Chennai Super Kings","2021"
1995,"RA Jadeja","Rajasthan Royals","2009"
1996,"RA Jadeja","Gujarat Lions","2017"
1997,"RA Jadeja","Chennai Super Kings","2015"
1998,"RA Jadeja","Chennai Super Kings","2018"
1999,"RA Jadeja","Chennai Super Kings","2013"
2000,"RA Jadeja","Rajasthan Royals","2007"
2001,"RA Jadeja","Gujarat Lions","2016"
2002,"RA Jadeja","Chennai Super Kings","2023"
2003,"RA Jadeja","Chennai Super Kings","2024"
2004,"RA Jadeja","Chennai Super Kings","2020"
2005,"RA Jadeja","Chennai Super Kings","2014"
2006,"RA Jadeja","Chennai Super Kings","2012"
2007,"RA Shaikh","Mumbai Indians","2009"
2008,"RA Tripathi","Sunrisers Hyderabad","2024"
2009,"RA Tripathi","Sunrisers Hyderabad","2023"
2010,"RA Tripathi","Sunrisers Hyderabad","2022"
2011,"RA Tripathi","Rajasthan Royals","2018"
2012,"RA Tripathi","Kolkata Knight Riders","2020"
2013,"RA Tripathi","Rising Pune Supergiant","2017"
2014,"RA Tripathi","Kolkata Knight Riders","2021"
2015,"RA Tripathi","Rajasthan Royals","2019"
2016,"RD Chahar","Punjab Kings","2024"
2017,"RD Chahar","Punjab Kings","2023"
2018,"RD Chahar","Mumbai Indians","2019"
2019,"RD Chahar","Mumbai Indians","2021"
2020,"RD Chahar","Mumbai Indians","2020"
2021,"RD Chahar","Punjab Kings","2022"
2022,"RD Chahar","Rising Pune Supergiant","2017"
2023,"RD Gaikwad","Chennai Super Kings","2022"
2024,"RD Gaikwad","Chennai Super Kings","2020"
2025,"RD Gaikwad","Chennai Super Kings","2024"
2026,"RD Gaikwad","Chennai Super Kings","2023"
2027,"RD Gaikwad","Chennai Super Kings","2021"
2028,"RE Levi","Mumbai Indians","2012"
2029,"RE van der Merwe","Delhi Daredevils","2012"
2030,"RE van der Merwe","Delhi Daredevils","2013"
2031,"RE van der Merwe","Royal Challengers Bangalore","2009"
2032,"RE van der Merwe","Delhi Daredevils","2011"
2033,"RG More","Chennai Super Kings","2015"
2034,"RG Sharma","Mumbai Indians","2024"
2035,"RG Sharma","Mumbai Indians","2016"
2036,"RG Sharma","Deccan Chargers","2009"
2037,"RG Sharma","Mumbai Indians","2018"
2038,"RG Sharma","Mumbai Indians","2019"
2039,"RG Sharma","Mumbai Indians","2022"
2040,"RG Sharma","Mumbai Indians","2021"
2041,"RG Sharma","Mumbai Indians","2011"
2042,"RG Sharma","Mumbai Indians","2012"
2043,"RG Sharma","Deccan Chargers","2007"
2044,"RG Sharma","Mumbai Indians","2023"
2045,"RG Sharma","Mumbai Indians","2014"
2046,"RG Sharma","Mumbai Indians","2013"
2047,"RG Sharma","Mumbai Indians","2017"
2048,"RG Sharma","Mumbai Indians","2015"
2049,"RG Sharma","Mumbai Indians","2020"
2050,"RJ Gleeson","Chennai Super Kings","2024"
2051,"RJ Harris","Deccan Chargers","2009"
2052,"RJ Harris","Kings XI Punjab","2013"
2053,"RJ Harris","Kings XI Punjab","2011"
2054,"RJ Harris","Kings XI Punjab","2012"
2055,"RJ Peterson","Mumbai Indians","2012"
2056,"RJ Quiney","Rajasthan Royals","2009"
2057,"RJW Topley","Royal Challengers Bangalore","2023"
2058,"RJW Topley","Royal Challengers Bengaluru","2024"
2059,"RK Bhui","Sunrisers Hyderabad","2018"
2060,"RK Bhui","Sunrisers Hyderabad","2019"
2061,"RK Bhui","Delhi Capitals","2024"
2062,"RK Singh","Kolkata Knight Riders","2019"
2063,"RK Singh","Kolkata Knight Riders","2022"
2064,"RK Singh","Kolkata Knight Riders","2020"
2065,"RK Singh","Kolkata Knight Riders","2024"
2066,"RK Singh","Kolkata Knight Riders","2018"
2067,"RK Singh","Kolkata Knight Riders","2023"
2068,"RM Patidar","Royal Challengers Bengaluru","2024"
2069,"RM Patidar","Royal Challengers Bangalore","2021"
2070,"RM Patidar","Royal Challengers Bangalore","2022"
2071,"RN ten Doeschate","Kolkata Knight Riders","2014"
2072,"RN ten Doeschate","Kolkata Knight Riders","2011"
2073,"RN ten Doeschate","Kolkata Knight Riders","2015"
2074,"RN ten Doeschate","Kolkata Knight Riders","2012"
2075,"RN ten Doeschate","Kolkata Knight Riders","2013"
2076,"RP Meredith","Mumbai Indians","2023"
2077,"RP Meredith","Mumbai Indians","2022"
2078,"RP Meredith","Punjab Kings","2021"
2079,"RP Singh","Deccan Chargers","2007"
2080,"RP Singh","Deccan Chargers","2009"
2081,"RP Singh","Mumbai Indians","2012"
2082,"RP Singh","Kochi Tuskers Kerala","2011"
2083,"RP Singh","Royal Challengers Bangalore","2013"
2084,"RP Singh","Rising Pune Supergiants","2016"
2085,"RR Bhatkal","Royal Challengers Bangalore","2012"
2086,"RR Bose","Kings XI Punjab","2009"
2087,"RR Pant","Delhi Capitals","2020"
2088,"RR Pant","Delhi Capitals","2019"
2089,"RR Pant","Delhi Daredevils","2018"
2090,"RR Pant","Delhi Daredevils","2017"
2091,"RR Pant","Delhi Daredevils","2016"
2092,"RR Pant","Delhi Capitals","2022"
2093,"RR Pant","Delhi Capitals","2021"
2094,"RR Pant","Delhi Capitals","2024"
2095,"RR Powar","Kings XI Punjab","2012"
2096,"RR Powar","Kings XI Punjab","2007"
2097,"RR Powar","Kings XI Punjab","2009"
2098,"RR Powar","Kochi Tuskers Kerala","2011"
2099,"RR Raje","Mumbai Indians","2009"
2100,"RR Raje","Mumbai Indians","2007"
2101,"RR Rossouw","Punjab Kings","2024"
2102,"RR Rossouw","Royal Challengers Bangalore","2014"
2103,"RR Rossouw","Delhi Capitals","2023"
2104,"RR Rossouw","Royal Challengers Bangalore","2015"
2105,"RR Sarwan","Kings XI Punjab","2007"
2106,"RS Bopara","Sunrisers Hyderabad","2015"
2107,"RS Bopara","Kings XI Punjab","2009"
2108,"RS Gavaskar","Kolkata Knight Riders","2009"
2109,"RS Hangargekar","Chennai Super Kings","2023"
2110,"RS Sodhi","Kings XI Punjab","2009"
2111,"RT Ponting","Mumbai Indians","2013"
2112,"RT Ponting","Kolkata Knight Riders","2007"
2113,"RV Gomez","Pune Warriors","2013"
2114,"RV Gomez","Kochi Tuskers Kerala","2011"
2115,"RV Patel","Delhi Capitals","2022"
2116,"RV Patel","Delhi Capitals","2021"
2117,"RV Patel","Delhi Capitals","2023"
2118,"RV Pawar","Mumbai Indians","2007"
2119,"RV Uthappa","Chennai Super Kings","2022"
2120,"RV Uthappa","Chennai Super Kings","2021"
2121,"RV Uthappa","Kolkata Knight Riders","2014"
2122,"RV Uthappa","Pune Warriors","2013"
2123,"RV Uthappa","Kolkata Knight Riders","2019"
2124,"RV Uthappa","Pune Warriors","2011"
2125,"RV Uthappa","Kolkata Knight Riders","2015"
2126,"RV Uthappa","Royal Challengers Bangalore","2009"
2127,"RV Uthappa","Kolkata Knight Riders","2016"
2128,"RV Uthappa","Pune Warriors","2012"
2129,"RV Uthappa","Kolkata Knight Riders","2017"
2130,"RV Uthappa","Rajasthan Royals","2020"
2131,"RV Uthappa","Mumbai Indians","2007"
2132,"RV Uthappa","Kolkata Knight Riders","2018"
2133,"RW Price","Mumbai Indians","2011"
2134,"Rahmanullah Gurbaz","Kolkata Knight Riders","2023"
2135,"Rahmanullah Gurbaz","Kolkata Knight Riders","2024"
2136,"Ramandeep Singh","Mumbai Indians","2022"
2137,"Ramandeep Singh","Kolkata Knight Riders","2024"
2138,"Rashid Khan","Gujarat Titans","2023"
2139,"Rashid Khan","Sunrisers Hyderabad","2017"
2140,"Rashid Khan","Sunrisers Hyderabad","2020"
2141,"Rashid Khan","Sunrisers Hyderabad","2018"
2142,"Rashid Khan","Gujarat Titans","2024"
2143,"Rashid Khan","Sunrisers Hyderabad","2019"
2144,"Rashid Khan","Gujarat Titans","2022"
2145,"Rashid Khan","Sunrisers Hyderabad","2021"
2146,"Rasikh Salam","Kolkata Knight Riders","2022"
2147,"Rasikh Salam","Mumbai Indians","2019"
2148,"Rasikh Salam","Delhi Capitals","2024"
2149,"Ravi Bishnoi","Lucknow Super Giants","2022"
2150,"Ravi Bishnoi","Punjab Kings","2021"
2151,"Ravi Bishnoi","Lucknow Super Giants","2023"
2152,"Ravi Bishnoi","Lucknow Super Giants","2024"
2153,"Ravi Bishnoi","Kings XI Punjab","2020"
2154,"S Anirudha","Sunrisers Hyderabad","2014"
2155,"S Anirudha","Chennai Super Kings","2007"
2156,"S Anirudha","Chennai Super Kings","2012"
2157,"S Anirudha","Chennai Super Kings","2011"
2158,"S Anirudha","Chennai Super Kings","2013"
2159,"S Anirudha","Chennai Super Kings","2009"
2160,"S Aravind","Royal Challengers Bangalore","2015"
2161,"S Aravind","Royal Challengers Bangalore","2012"
2162,"S Aravind","Royal Challengers Bangalore","2011"
2163,"S Aravind","Royal Challengers Bangalore","2016"
2164,"S Aravind","Royal Challengers Bangalore","2017"
2165,"S Badree","Chennai Super Kings","2014"
2166,"S Badree","Rajasthan Royals","2013"
2167,"S Badree","Royal Challengers Bangalore","2017"
2168,"S Badrinath","Chennai Super Kings","2011"
2169,"S Badrinath","Chennai Super Kings","2013"
2170,"S Badrinath","Chennai Super Kings","2012"
2171,"S Badrinath","Chennai Super Kings","2009"
2172,"S Badrinath","Chennai Super Kings","2007"
2173,"S Chanderpaul","Royal Challengers Bangalore","2007"
2174,"S Dhawan","Sunrisers Hyderabad","2016"
2175,"S Dhawan","Punjab Kings","2022"
2176,"S Dhawan","Sunrisers Hyderabad","2018"
2177,"S Dhawan","Delhi Capitals","2019"
2178,"S Dhawan","Mumbai Indians","2009"
2179,"S Dhawan","Punjab Kings","2023"
2180,"S Dhawan","Deccan Chargers","2011"
2181,"S Dhawan","Sunrisers Hyderabad","2013"
2182,"S Dhawan","Delhi Capitals","2021"
2183,"S Dhawan","Sunrisers Hyderabad","2014"
2184,"S Dhawan","Sunrisers Hyderabad","2015"
2185,"S Dhawan","Sunrisers Hyderabad","2017"
2186,"S Dhawan","Delhi Capitals","2020"
2187,"S Dhawan","Punjab Kings","2024"
2188,"S Dhawan","Delhi Daredevils","2007"
2189,"S Dhawan","Deccan Chargers","2012"
2190,"S Dube","Chennai Super Kings","2024"
2191,"S Dube","Chennai Super Kings","2022"
2192,"S Dube","Rajasthan Royals","2021"
2193,"S Dube","Royal Challengers Bangalore","2020"
2194,"S Dube","Royal Challengers Bangalore","2019"
2195,"S Dube","Chennai Super Kings","2023"
2196,"S Gopal","Sunrisers Hyderabad","2022"
2197,"S Gopal","Rajasthan Royals","2021"
2198,"S Gopal","Mumbai Indians","2014"
2199,"S Gopal","Rajasthan Royals","2020"
2200,"S Gopal","Rajasthan Royals","2018"
2201,"S Gopal","Mumbai Indians","2015"
2202,"S Gopal","Mumbai Indians","2024"
2203,"S Gopal","Rajasthan Royals","2019"
2204,"S Gopal","Mumbai Indians","2016"
2205,"S Joseph","Lucknow Super Giants","2024"
2206,"S Kaul","Sunrisers Hyderabad","2020"
2207,"S Kaul","Sunrisers Hyderabad","2018"
2208,"S Kaul","Delhi Daredevils","2014"
2209,"S Kaul","Sunrisers Hyderabad","2021"
2210,"S Kaul","Sunrisers Hyderabad","2019"
2211,"S Kaul","Delhi Daredevils","2013"
2212,"S Kaul","Sunrisers Hyderabad","2017"
2213,"S Kaul","Royal Challengers Bangalore","2022"
2214,"S Kaushik","Gujarat Lions","2017"
2215,"S Kaushik","Gujarat Lions","2016"
2216,"S Ladda","Delhi Daredevils","2009"
2217,"S Ladda","Kolkata Knight Riders","2011"
2218,"S Ladda","Kolkata Knight Riders","2013"
2219,"S Ladda","Gujarat Lions","2016"
2220,"S Lamichhane","Delhi Capitals","2019"
2221,"S Lamichhane","Delhi Daredevils","2018"
2222,"S Midhun","Rajasthan Royals","2019"
2223,"S Nadeem","Delhi Daredevils","2016"
2224,"S Nadeem","Sunrisers Hyderabad","2020"
2225,"S Nadeem","Sunrisers Hyderabad","2019"
2226,"S Nadeem","Delhi Daredevils","2017"
2227,"S Nadeem","Delhi Daredevils","2012"
2228,"S Nadeem","Delhi Daredevils","2013"
2229,"S Nadeem","Delhi Daredevils","2015"
2230,"S Nadeem","Delhi Daredevils","2011"
2231,"S Nadeem","Sunrisers Hyderabad","2021"
2232,"S Nadeem","Delhi Daredevils","2014"
2233,"S Nadeem","Delhi Daredevils","2018"
2234,"S Narwal","Kolkata Knight Riders","2013"
2235,"S Narwal","Rajasthan Royals","2009"
2236,"S Rana","Royal Challengers Bangalore","2014"
2237,"S Rana","Pune Warriors","2011"
2238,"S Randiv","Chennai Super Kings","2011"
2239,"S Sandeep Warrier","Kolkata Knight Riders","2019"
2240,"S Sandeep Warrier","Gujarat Titans","2024"
2241,"S Sandeep Warrier","Kolkata Knight Riders","2020"
2242,"S Sandeep Warrier","Kolkata Knight Riders","2021"
2243,"S Sohal","Kings XI Punjab","2009"
2244,"S Sohal","Deccan Chargers","2011"
2245,"S Sohal","Kings XI Punjab","2007"
2246,"S Sreesanth","Kings XI Punjab","2007"
2247,"S Sreesanth","Kochi Tuskers Kerala","2011"
2248,"S Sreesanth","Kings XI Punjab","2009"
2249,"S Sreesanth","Rajasthan Royals","2013"
2250,"S Sriram","Royal Challengers Bangalore","2009"
2251,"S Sriram","Delhi Daredevils","2011"
2252,"S Tyagi","Chennai Super Kings","2009"
2253,"S Vidyut","Chennai Super Kings","2007"
2254,"SA Abbott","Sunrisers Hyderabad","2022"
2255,"SA Abbott","Royal Challengers Bangalore","2015"
2256,"SA Asnodkar","Rajasthan Royals","2009"
2257,"SA Asnodkar","Rajasthan Royals","2011"
2258,"SA Asnodkar","Rajasthan Royals","2007"
2259,"SA Yadav","Kolkata Knight Riders","2017"
2260,"SA Yadav","Mumbai Indians","2012"
2261,"SA Yadav","Kolkata Knight Riders","2016"
2262,"SA Yadav","Mumbai Indians","2023"
2263,"SA Yadav","Mumbai Indians","2018"
2264,"SA Yadav","Mumbai Indians","2024"
2265,"SA Yadav","Mumbai Indians","2022"
2266,"SA Yadav","Mumbai Indians","2021"
2267,"SA Yadav","Mumbai Indians","2020"
2268,"SA Yadav","Mumbai Indians","2019"
2269,"SA Yadav","Kolkata Knight Riders","2015"
2270,"SA Yadav","Kolkata Knight Riders","2014"
2271,"SB Bangar","Kolkata Knight Riders","2009"
2272,"SB Bangar","Deccan Chargers","2007"
2273,"SB Dubey","Rajasthan Royals","2024"
2274,"SB Jakati","Chennai Super Kings","2012"
2275,"SB Jakati","Chennai Super Kings","2011"
2276,"SB Jakati","Gujarat Lions","2017"
2277,"SB Jakati","Gujarat Lions","2016"
2278,"SB Jakati","Royal Challengers Bangalore","2014"
2279,"SB Jakati","Chennai Super Kings","2009"
2280,"SB Joshi","Royal Challengers Bangalore","2007"
2281,"SB Styris","Chennai Super Kings","2011"
2282,"SB Styris","Deccan Chargers","2009"
2283,"SB Styris","Deccan Chargers","2007"
2284,"SB Wagh","Rajasthan Royals","2009"
2285,"SB Wagh","Pune Warriors","2011"
2286,"SC Ganguly","Kolkata Knight Riders","2009"
2287,"SC Ganguly","Pune Warriors","2011"
2288,"SC Ganguly","Kolkata Knight Riders","2007"
2289,"SC Ganguly","Pune Warriors","2012"
2290,"SC Kuggeleijn","Chennai Super Kings","2019"
2291,"SD Chitnis","Kings XI Punjab","2012"
2292,"SD Chitnis","Rajasthan Royals","2009"
2293,"SD Chitnis","Mumbai Indians","2007"
2294,"SD Chitnis","Kings XI Punjab","2011"
2295,"SD Hope","Delhi Capitals","2024"
2296,"SD Lad","Mumbai Indians","2019"
2297,"SE Bond","Kolkata Knight Riders","2009"
2298,"SE Marsh","Kings XI Punjab","2011"
2299,"SE Marsh","Kings XI Punjab","2017"
2300,"SE Marsh","Kings XI Punjab","2012"
2301,"SE Marsh","Kings XI Punjab","2009"
2302,"SE Marsh","Kings XI Punjab","2016"
2303,"SE Marsh","Kings XI Punjab","2015"
2304,"SE Marsh","Kings XI Punjab","2007"
2305,"SE Marsh","Kings XI Punjab","2013"
2306,"SE Marsh","Kings XI Punjab","2014"
2307,"SE Rutherford","Royal Challengers Bangalore","2022"
2308,"SE Rutherford","Delhi Capitals","2019"
2309,"SH Johnson","Gujarat Titans","2024"
2310,"SJ Srivastava","Kings XI Punjab","2011"
2311,"SJ Srivastava","Kings XI Punjab","2009"
2312,"SK Raina","Chennai Super Kings","2019"
2313,"SK Raina","Chennai Super Kings","2007"
2314,"SK Raina","Gujarat Lions","2017"
2315,"SK Raina","Chennai Super Kings","2011"
2316,"SK Raina","Chennai Super Kings","2014"
2317,"SK Raina","Chennai Super Kings","2012"
2318,"SK Raina","Chennai Super Kings","2018"
2319,"SK Raina","Chennai Super Kings","2021"
2320,"SK Raina","Chennai Super Kings","2015"
2321,"SK Raina","Gujarat Lions","2016"
2322,"SK Raina","Chennai Super Kings","2013"
2323,"SK Raina","Chennai Super Kings","2009"
2324,"SK Trivedi","Rajasthan Royals","2013"
2325,"SK Trivedi","Rajasthan Royals","2009"
2326,"SK Trivedi","Rajasthan Royals","2012"
2327,"SK Trivedi","Rajasthan Royals","2011"
2328,"SK Trivedi","Rajasthan Royals","2007"
2329,"SK Warne","Rajasthan Royals","2007"
2330,"SK Warne","Rajasthan Royals","2011"
2331,"SK Warne","Rajasthan Royals","2009"
2332,"SL Malinga","Mumbai Indians","2014"
2333,"SL Malinga","Mumbai Indians","2009"
2334,"SL Malinga","Mumbai Indians","2017"
2335,"SL Malinga","Mumbai Indians","2019"
2336,"SL Malinga","Mumbai Indians","2011"
2337,"SL Malinga","Mumbai Indians","2013"
2338,"SL Malinga","Mumbai Indians","2012"
2339,"SL Malinga","Mumbai Indians","2015"
2340,"SM Boland","Rising Pune Supergiants","2016"
2341,"SM Curran","Chennai Super Kings","2020"
2342,"SM Curran","Punjab Kings","2024"
2343,"SM Curran","Kings XI Punjab","2019"
2344,"SM Curran","Punjab Kings","2023"
2345,"SM Curran","Chennai Super Kings","2021"
2346,"SM Harwood","Rajasthan Royals","2009"
2347,"SM Katich","Kings XI Punjab","2007"
2348,"SM Katich","Kings XI Punjab","2009"
2349,"SM Pollock","Mumbai Indians","2007"
2350,"SMSM Senanayake","Kolkata Knight Riders","2013"
2351,"SN Khan","Kings XI Punjab","2020"
2352,"SN Khan","Royal Challengers Bangalore","2015"
2353,"SN Khan","Royal Challengers Bangalore","2018"
2354,"SN Khan","Kings XI Punjab","2019"
2355,"SN Khan","Delhi Capitals","2023"
2356,"SN Khan","Delhi Capitals","2022"
2357,"SN Khan","Royal Challengers Bangalore","2016"
2358,"SN Khan","Punjab Kings","2021"
2359,"SN Thakur","Chennai Super Kings","2019"
2360,"SN Thakur","Delhi Capitals","2022"
2361,"SN Thakur","Kolkata Knight Riders","2023"
2362,"SN Thakur","Chennai Super Kings","2021"
2363,"SN Thakur","Chennai Super Kings","2020"
2364,"SN Thakur","Chennai Super Kings","2024"
2365,"SN Thakur","Chennai Super Kings","2018"
2366,"SN Thakur","Rising Pune Supergiant","2017"
2367,"SN Thakur","Kings XI Punjab","2015"
2368,"SO Hetmyer","Delhi Capitals","2021"
2369,"SO Hetmyer","Royal Challengers Bangalore","2019"
2370,"SO Hetmyer","Rajasthan Royals","2023"
2371,"SO Hetmyer","Rajasthan Royals","2024"
2372,"SO Hetmyer","Rajasthan Royals","2022"
2373,"SO Hetmyer","Delhi Capitals","2020"
2374,"SP Fleming","Chennai Super Kings","2007"
2375,"SP Goswami","Kolkata Knight Riders","2011"
2376,"SP Goswami","Royal Challengers Bangalore","2007"
2377,"SP Goswami","Sunrisers Hyderabad","2018"
2378,"SP Goswami","Sunrisers Hyderabad","2020"
2379,"SP Goswami","Royal Challengers Bangalore","2009"
2380,"SP Goswami","Rajasthan Royals","2012"
2381,"SP Jackson","Kolkata Knight Riders","2017"
2382,"SP Jackson","Kolkata Knight Riders","2022"
2383,"SP Narine","Kolkata Knight Riders","2024"
2384,"SP Narine","Kolkata Knight Riders","2016"
2385,"SP Narine","Kolkata Knight Riders","2022"
2386,"SP Narine","Kolkata Knight Riders","2014"
2387,"SP Narine","Kolkata Knight Riders","2019"
2388,"SP Narine","Kolkata Knight Riders","2017"
2389,"SP Narine","Kolkata Knight Riders","2020"
2390,"SP Narine","Kolkata Knight Riders","2015"
2391,"SP Narine","Kolkata Knight Riders","2021"
2392,"SP Narine","Kolkata Knight Riders","2018"
2393,"SP Narine","Kolkata Knight Riders","2023"
2394,"SP Narine","Kolkata Knight Riders","2013"
2395,"SP Narine","Kolkata Knight Riders","2012"
2396,"SPD Smith","Rajasthan Royals","2019"
2397,"SPD Smith","Delhi Capitals","2021"
2398,"SPD Smith","Rajasthan Royals","2015"
2399,"SPD Smith","Rising Pune Supergiant","2017"
2400,"SPD Smith","Pune Warriors","2012"
2401,"SPD Smith","Rajasthan Royals","2020"
2402,"SPD Smith","Rajasthan Royals","2014"
2403,"SPD Smith","Pune Warriors","2013"
2404,"SPD Smith","Rising Pune Supergiants","2016"
2405,"SR Tendulkar","Mumbai Indians","2012"
2406,"SR Tendulkar","Mumbai Indians","2007"
2407,"SR Tendulkar","Mumbai Indians","2009"
2408,"SR Tendulkar","Mumbai Indians","2011"
2409,"SR Tendulkar","Mumbai Indians","2013"
2410,"SR Watson","Royal Challengers Bangalore","2017"
2411,"SR Watson","Rajasthan Royals","2012"
2412,"SR Watson","Rajasthan Royals","2011"
2413,"SR Watson","Chennai Super Kings","2019"
2414,"SR Watson","Chennai Super Kings","2020"
2415,"SR Watson","Royal Challengers Bangalore","2016"
2416,"SR Watson","Chennai Super Kings","2018"
2417,"SR Watson","Rajasthan Royals","2015"
2418,"SR Watson","Rajasthan Royals","2007"
2419,"SR Watson","Rajasthan Royals","2013"
2420,"SR Watson","Rajasthan Royals","2009"
2421,"SR Watson","Rajasthan Royals","2014"
2422,"SS Agarwal","Gujarat Lions","2017"
2423,"SS Cottrell","Kings XI Punjab","2020"
2424,"SS Iyer","Delhi Capitals","2020"
2425,"SS Iyer","Delhi Capitals","2021"
2426,"SS Iyer","Delhi Daredevils","2015"
2427,"SS Iyer","Delhi Daredevils","2017"
2428,"SS Iyer","Kolkata Knight Riders","2022"
2429,"SS Iyer","Delhi Daredevils","2018"
2430,"SS Iyer","Delhi Daredevils","2016"
2431,"SS Iyer","Delhi Capitals","2019"
2432,"SS Iyer","Kolkata Knight Riders","2024"
2433,"SS Mundhe","Pune Warriors","2011"
2434,"SS Prabhudessai","Royal Challengers Bengaluru","2024"
2435,"SS Prabhudessai","Royal Challengers Bangalore","2023"
2436,"SS Prabhudessai","Royal Challengers Bangalore","2022"
2437,"SS Sarkar","Kolkata Knight Riders","2009"
2438,"SS Shaikh","Kolkata Knight Riders","2009"
2439,"SS Tiwary","Royal Challengers Bangalore","2011"
2440,"SS Tiwary","Mumbai Indians","2020"
2441,"SS Tiwary","Mumbai Indians","2007"
2442,"SS Tiwary","Mumbai Indians","2017"
2443,"SS Tiwary","Royal Challengers Bangalore","2012"
2444,"SS Tiwary","Royal Challengers Bangalore","2013"
2445,"SS Tiwary","Delhi Daredevils","2015"
2446,"SS Tiwary","Mumbai Indians","2009"
2447,"SS Tiwary","Mumbai Indians","2021"
2448,"SS Tiwary","Rising Pune Supergiants","2016"
2449,"SSB Magala","Chennai Super Kings","2023"
2450,"ST Jayasuriya","Mumbai Indians","2009"
2451,"ST Jayasuriya","Mumbai Indians","2007"
2452,"STR Binny","Royal Challengers Bangalore","2016"
2453,"STR Binny","Mumbai Indians","2009"
2454,"STR Binny","Rajasthan Royals","2012"
2455,"STR Binny","Rajasthan Royals","2014"
2456,"STR Binny","Rajasthan Royals","2015"
2457,"STR Binny","Rajasthan Royals","2019"
2458,"STR Binny","Rajasthan Royals","2018"
2459,"STR Binny","Rajasthan Royals","2011"
2460,"STR Binny","Rajasthan Royals","2013"
2461,"STR Binny","Royal Challengers Bangalore","2017"
2462,"SV Samson","Delhi Daredevils","2016"
2463,"SV Samson","Rajasthan Royals","2018"
2464,"SV Samson","Delhi Daredevils","2017"
2465,"SV Samson","Rajasthan Royals","2019"
2466,"SV Samson","Rajasthan Royals","2014"
2467,"SV Samson","Rajasthan Royals","2023"
2468,"SV Samson","Rajasthan Royals","2024"
2469,"SV Samson","Rajasthan Royals","2022"
2470,"SV Samson","Rajasthan Royals","2021"
2471,"SV Samson","Rajasthan Royals","2013"
2472,"SV Samson","Rajasthan Royals","2015"
2473,"SV Samson","Rajasthan Royals","2020"
2474,"SW Billings","Kolkata Knight Riders","2022"
2475,"SW Billings","Chennai Super Kings","2019"
2476,"SW Billings","Delhi Daredevils","2017"
2477,"SW Billings","Chennai Super Kings","2018"
2478,"SW Billings","Delhi Daredevils","2016"
2479,"SW Tait","Rajasthan Royals","2013"
2480,"SW Tait","Rajasthan Royals","2009"
2481,"SW Tait","Rajasthan Royals","2011"
2482,"SW Tait","Rajasthan Royals","2012"
2483,"SZ Mulani","Mumbai Indians","2024"
2484,"Sachin Baby","Royal Challengers Bangalore","2016"
2485,"Sachin Baby","Royal Challengers Bangalore","2021"
2486,"Sachin Baby","Royal Challengers Bangalore","2017"
2487,"Sachin Baby","Rajasthan Royals","2013"
2488,"Salman Butt","Kolkata Knight Riders","2007"
2489,"Sameer Rizvi","Chennai Super Kings","2024"
2490,"Sandeep Sharma","Rajasthan Royals","2023"
2491,"Sandeep Sharma","Punjab Kings","2022"
2492,"Sandeep Sharma","Sunrisers Hyderabad","2021"
2493,"Sandeep Sharma","Sunrisers Hyderabad","2019"
2494,"Sandeep Sharma","Rajasthan Royals","2024"
2495,"Sandeep Sharma","Sunrisers Hyderabad","2018"
2496,"Sandeep Sharma","Kings XI Punjab","2017"
2497,"Sandeep Sharma","Kings XI Punjab","2014"
2498,"Sandeep Sharma","Kings XI Punjab","2013"
2499,"Sandeep Sharma","Sunrisers Hyderabad","2020"
2500,"Sandeep Sharma","Kings XI Punjab","2015"
2501,"Sandeep Sharma","Kings XI Punjab","2016"
2502,"Sanvir Singh","Sunrisers Hyderabad","2024"
2503,"Sanvir Singh","Sunrisers Hyderabad","2023"
2504,"Saurav Chauhan","Royal Challengers Bengaluru","2024"
2505,"Shahbaz Ahmed","Royal Challengers Bangalore","2022"
2506,"Shahbaz Ahmed","Royal Challengers Bangalore","2020"
2507,"Shahbaz Ahmed","Sunrisers Hyderabad","2024"
2508,"Shahbaz Ahmed","Royal Challengers Bangalore","2023"
2509,"Shahbaz Ahmed","Royal Challengers Bangalore","2021"
2510,"Shahid Afridi","Deccan Chargers","2007"
2511,"Shakib Al Hasan","Kolkata Knight Riders","2011"
2512,"Shakib Al Hasan","Kolkata Knight Riders","2015"
2513,"Shakib Al Hasan","Kolkata Knight Riders","2017"
2514,"Shakib Al Hasan","Kolkata Knight Riders","2014"
2515,"Shakib Al Hasan","Kolkata Knight Riders","2012"
2516,"Shakib Al Hasan","Kolkata Knight Riders","2016"
2517,"Shakib Al Hasan","Kolkata Knight Riders","2021"
2518,"Shakib Al Hasan","Sunrisers Hyderabad","2019"
2519,"Shakib Al Hasan","Sunrisers Hyderabad","2018"
2520,"Shashank Singh","Sunrisers Hyderabad","2022"
2521,"Shashank Singh","Punjab Kings","2024"
2522,"Shivam Mavi","Kolkata Knight Riders","2018"
2523,"Shivam Mavi","Kolkata Knight Riders","2021"
