"PLAYER_ID","PLAYER_NAME","TEAM_NAME","SEASON_NAME"
1450,"MDKJ Perera","Rajasthan Royals","2013"
1451,"MEK Hussey","Chennai Super Kings","2012"
1452,"MEK Hussey","Chennai Super Kings","2013"
1453,"MEK Hussey","Mumbai Indians","2014"
1454,"MEK Hussey","Chennai Super Kings","2007"
1455,"MEK Hussey","Chennai Super Kings","2015"
1456,"MEK Hussey","Chennai Super Kings","2011"
1457,"MEK Hussey","Chennai Super Kings","2009"
1458,"MF Maharoof","Delhi Daredevils","2007"
1459,"MF Maharoof","Delhi Daredevils","2009"
1460,"MG Bracewell","Royal Challengers Bangalore","2023"
1461,"MG Johnson","Mumbai Indians","2017"
1462,"MG Johnson","Mumbai Indians","2013"
1463,"MG Johnson","Kings XI Punjab","2015"
1464,"MG Johnson","Kings XI Punjab","2016"
1465,"MG Johnson","Kings XI Punjab","2014"
1466,"MG Johnson","Kolkata Knight Riders","2018"
1467,"MG Neser","Kings XI Punjab","2013"
1468,"MJ Clarke","Pune Warriors","2012"
1469,"MJ Guptill","Sunrisers Hyderabad","2019"
1470,"MJ Guptill","Mumbai Indians","2016"
1471,"MJ Guptill","Kings XI Punjab","2017"
1472,"MJ Henry","Lucknow Super Giants","2024"
1473,"MJ Henry","Kings XI Punjab","2017"
1474,"MJ Lumb","Deccan Chargers","2011"
1475,"MJ Lumb","Rajasthan Royals","2009"
1476,"MJ McClenaghan","Mumbai Indians","2019"
1477,"MJ McClenaghan","Mumbai Indians","2016"
1478,"MJ McClenaghan","Mumbai Indians","2015"
1479,"MJ McClenaghan","Mumbai Indians","2018"
1480,"MJ McClenaghan","Mumbai Indians","2017"
1481,"MJ Santner","Chennai Super Kings","2022"
1482,"MJ Santner","Chennai Super Kings","2019"
1483,"MJ Santner","Chennai Super Kings","2020"
1484,"MJ Santner","Chennai Super Kings","2024"
1485,"MJ Santner","Chennai Super Kings","2023"
1486,"MJ Suthar","Gujarat Titans","2024"
1487,"MK Lomror","Rajasthan Royals","2018"
1488,"MK Lomror","Rajasthan Royals","2019"
1489,"MK Lomror","Royal Challengers Bangalore","2022"
1490,"MK Lomror","Rajasthan Royals","2020"
1491,"MK Lomror","Royal Challengers Bengaluru","2024"
1492,"MK Lomror","Rajasthan Royals","2021"
1493,"MK Lomror","Royal Challengers Bangalore","2023"
1494,"MK Pandey","Sunrisers Hyderabad","2018"
1495,"MK Pandey","Kolkata Knight Riders","2017"
1496,"MK Pandey","Sunrisers Hyderabad","2019"
1497,"MK Pandey","Pune Warriors","2013"
1498,"MK Pandey","Kolkata Knight Riders","2016"
1499,"MK Pandey","Delhi Capitals","2023"
1500,"MK Pandey","Royal Challengers Bangalore","2009"
1501,"MK Pandey","Kolkata Knight Riders","2015"
1502,"MK Pandey","Pune Warriors","2012"
1503,"MK Pandey","Sunrisers Hyderabad","2020"
1504,"MK Pandey","Sunrisers Hyderabad","2021"
1505,"MK Pandey","Kolkata Knight Riders","2024"
1506,"MK Pandey","Lucknow Super Giants","2022"
1507,"MK Pandey","Kolkata Knight Riders","2014"
1508,"MK Pandey","Pune Warriors","2011"
1509,"MK Pandey","Mumbai Indians","2007"
1510,"MK Tiwary","Delhi Daredevils","2015"
1511,"MK Tiwary","Kolkata Knight Riders","2012"
1512,"MK Tiwary","Delhi Daredevils","2007"
1513,"MK Tiwary","Delhi Daredevils","2009"
1514,"MK Tiwary","Delhi Daredevils","2014"
1515,"MK Tiwary","Kolkata Knight Riders","2009"
1516,"MK Tiwary","Kolkata Knight Riders","2011"
1517,"MK Tiwary","Rising Pune Supergiant","2017"
1518,"MK Tiwary","Kolkata Knight Riders","2013"
1519,"MK Tiwary","Kings XI Punjab","2018"
1520,"ML Hayden","Chennai Super Kings","2007"
1521,"ML Hayden","Chennai Super Kings","2009"
1522,"MM Ali","Royal Challengers Bangalore","2020"
1523,"MM Ali","Chennai Super Kings","2024"
1524,"MM Ali","Chennai Super Kings","2021"
1525,"MM Ali","Chennai Super Kings","2023"
1526,"MM Ali","Chennai Super Kings","2022"
1527,"MM Ali","Royal Challengers Bangalore","2019"
1528,"MM Ali","Royal Challengers Bangalore","2018"
1529,"MM Patel","Gujarat Lions","2017"
1530,"MM Patel","Rajasthan Royals","2009"
1531,"MM Patel","Mumbai Indians","2012"
1532,"MM Patel","Mumbai Indians","2011"
1533,"MM Patel","Rajasthan Royals","2007"
1534,"MM Patel","Mumbai Indians","2013"
1535,"MM Sharma","Kings XI Punjab","2017"
1536,"MM Sharma","Delhi Capitals","2020"
1537,"MM Sharma","Kings XI Punjab","2016"
1538,"MM Sharma","Chennai Super Kings","2015"
1539,"MM Sharma","Gujarat Titans","2024"
1540,"MM Sharma","Kings XI Punjab","2018"
1541,"MM Sharma","Chennai Super Kings","2014"
1542,"MM Sharma","Chennai Super Kings","2019"
1543,"MM Sharma","Chennai Super Kings","2013"
1544,"MM Sharma","Gujarat Titans","2023"
1545,"MN Samuels","Pune Warriors","2013"
1546,"MN Samuels","Pune Warriors","2012"
1547,"MN Samuels","Delhi Daredevils","2017"
1548,"MN van Wyk","Kolkata Knight Riders","2009"
1549,"MP Stoinis","Royal Challengers Bangalore","2019"
1550,"MP Stoinis","Kings XI Punjab","2017"
1551,"MP Stoinis","Delhi Capitals","2021"
1552,"MP Stoinis","Delhi Capitals","2020"
1553,"MP Stoinis","Lucknow Super Giants","2022"
1554,"MP Stoinis","Kings XI Punjab","2016"
1555,"MP Stoinis","Kings XI Punjab","2018"
1556,"MP Stoinis","Lucknow Super Giants","2023"
1557,"MP Stoinis","Lucknow Super Giants","2024"
1558,"MP Yadav","Lucknow Super Giants","2024"
1559,"MR Marsh","Sunrisers Hyderabad","2020"
1560,"MR Marsh","Delhi Capitals","2023"
1561,"MR Marsh","Pune Warriors","2011"
1562,"MR Marsh","Rising Pune Supergiants","2016"
1563,"MR Marsh","Pune Warriors","2013"
1564,"MR Marsh","Deccan Chargers","2009"
1565,"MR Marsh","Delhi Capitals","2022"
1566,"MR Marsh","Delhi Capitals","2024"
1567,"MS Bisla","Kings XI Punjab","2009"
1568,"MS Bisla","Kolkata Knight Riders","2011"
1569,"MS Bisla","Royal Challengers Bangalore","2015"
1570,"MS Bisla","Kolkata Knight Riders","2013"
1571,"MS Bisla","Kolkata Knight Riders","2014"
1572,"MS Bisla","Kolkata Knight Riders","2012"
1573,"MS Dhoni","Chennai Super Kings","2023"
1574,"MS Dhoni","Chennai Super Kings","2021"
1575,"MS Dhoni","Chennai Super Kings","2012"
1576,"MS Dhoni","Chennai Super Kings","2013"
1577,"MS Dhoni","Chennai Super Kings","2011"
1578,"MS Dhoni","Chennai Super Kings","2018"
1579,"MS Dhoni","Chennai Super Kings","2009"
1580,"MS Dhoni","Chennai Super Kings","2014"
1581,"MS Dhoni","Chennai Super Kings","2020"
1582,"MS Dhoni","Chennai Super Kings","2022"
1583,"MS Dhoni","Chennai Super Kings","2024"
1584,"MS Dhoni","Rising Pune Supergiants","2016"
1585,"MS Dhoni","Chennai Super Kings","2015"
1586,"MS Dhoni","Rising Pune Supergiant","2017"
1587,"MS Dhoni","Chennai Super Kings","2007"
1588,"MS Dhoni","Chennai Super Kings","2019"
1589,"MS Gony","Kings XI Punjab","2013"
1590,"MS Gony","Deccan Chargers","2011"
1591,"MS Gony","Deccan Chargers","2012"
1592,"MS Gony","Chennai Super Kings","2009"
1593,"MS Gony","Gujarat Lions","2017"
1594,"MS Gony","Chennai Super Kings","2007"
1595,"MS Wade","Gujarat Titans","2022"
1596,"MS Wade","Gujarat Titans","2024"
1597,"MS Wade","Delhi Daredevils","2011"
1598,"MV Boucher","Royal Challengers Bangalore","2007"
1599,"MV Boucher","Royal Challengers Bangalore","2009"
1600,"MV Boucher","Kolkata Knight Riders","2011"
1601,"MW Short","Punjab Kings","2023"
1602,"Mandeep Singh","Royal Challengers Bangalore","2015"
1603,"Mandeep Singh","Kings XI Punjab","2011"
1604,"Mandeep Singh","Punjab Kings","2021"
1605,"Mandeep Singh","Kolkata Knight Riders","2009"
1606,"Mandeep Singh","Kings XI Punjab","2013"
1607,"Mandeep Singh","Kings XI Punjab","2019"
1608,"Mandeep Singh","Royal Challengers Bangalore","2017"
1609,"Mandeep Singh","Royal Challengers Bangalore","2016"
1610,"Mandeep Singh","Kings XI Punjab","2020"
1611,"Mandeep Singh","Kings XI Punjab","2014"
1612,"Mandeep Singh","Kolkata Knight Riders","2023"
1613,"Mandeep Singh","Delhi Capitals","2022"
1614,"Mandeep Singh","Royal Challengers Bangalore","2018"
1615,"Mandeep Singh","Kings XI Punjab","2012"
1616,"Mashrafe Mortaza","Kolkata Knight Riders","2009"
1617,"Mayank Dagar","Royal Challengers Bengaluru","2024"
1618,"Mayank Dagar","Sunrisers Hyderabad","2023"
1619,"Misbah-ul-Haq","Royal Challengers Bangalore","2007"
1620,"Mohammad Ashraful","Mumbai Indians","2009"
1621,"Mohammad Asif","Delhi Daredevils","2007"
1622,"Mohammad Hafeez","Kolkata Knight Riders","2007"
1623,"Mohammad Nabi","Sunrisers Hyderabad","2020"
1624,"Mohammad Nabi","Sunrisers Hyderabad","2017"
1625,"Mohammad Nabi","Sunrisers Hyderabad","2019"
1626,"Mohammad Nabi","Mumbai Indians","2024"
1627,"Mohammad Nabi","Sunrisers Hyderabad","2018"
1628,"Mohammad Nabi","Sunrisers Hyderabad","2021"
1629,"Mohammed Shami","Punjab Kings","2021"
1630,"Mohammed Shami","Gujarat Titans","2023"
1631,"Mohammed Shami","Delhi Daredevils","2017"
1632,"Mohammed Shami","Delhi Daredevils","2018"
1633,"Mohammed Shami","Gujarat Titans","2022"
1634,"Mohammed Shami","Delhi Daredevils","2014"
1635,"Mohammed Shami","Delhi Daredevils","2016"
1636,"Mohammed Shami","Kings XI Punjab","2019"
1637,"Mohammed Shami","Kings XI Punjab","2020"
1638,"Mohammed Shami","Kolkata Knight Riders","2013"
1639,"Mohammed Siraj","Royal Challengers Bangalore","2023"
1640,"Mohammed Siraj","Royal Challengers Bengaluru","2024"
1641,"Mohammed Siraj","Royal Challengers Bangalore","2019"
1642,"Mohammed Siraj","Royal Challengers Bangalore","2021"
1643,"Mohammed Siraj","Royal Challengers Bangalore","2022"
1644,"Mohammed Siraj","Royal Challengers Bangalore","2020"
1645,"Mohammed Siraj","Royal Challengers Bangalore","2018"
1646,"Mohammed Siraj","Sunrisers Hyderabad","2017"
1647,"Mohit Rathee","Punjab Kings","2023"
1648,"Mohsin Khan","Lucknow Super Giants","2022"
1649,"Mohsin Khan","Lucknow Super Giants","2024"
1650,"Mohsin Khan","Lucknow Super Giants","2023"
1651,"Monu Kumar","Chennai Super Kings","2020"
1652,"Mujeeb Ur Rahman","Sunrisers Hyderabad","2021"
1653,"Mujeeb Ur Rahman","Kings XI Punjab","2020"
1654,"Mujeeb Ur Rahman","Kings XI Punjab","2018"
1655,"Mujeeb Ur Rahman","Kings XI Punjab","2019"
1656,"Mukesh Choudhary","Chennai Super Kings","2022"
1657,"Mukesh Choudhary","Chennai Super Kings","2024"
1658,"Mukesh Kumar","Delhi Capitals","2023"
1659,"Mukesh Kumar","Delhi Capitals","2024"
1660,"Mustafizur Rahman","Delhi Capitals","2023"
1661,"Mustafizur Rahman","Chennai Super Kings","2024"
1662,"Mustafizur Rahman","Sunrisers Hyderabad","2016"
1663,"Mustafizur Rahman","Rajasthan Royals","2021"
1664,"Mustafizur Rahman","Mumbai Indians","2018"
1665,"Mustafizur Rahman","Sunrisers Hyderabad","2017"
1666,"Mustafizur Rahman","Delhi Capitals","2022"
1667,"N Burger","Rajasthan Royals","2024"
1668,"N Jagadeesan","Kolkata Knight Riders","2023"
1669,"N Jagadeesan","Chennai Super Kings","2020"
1670,"N Jagadeesan","Chennai Super Kings","2022"
1671,"N Pooran","Kings XI Punjab","2019"
1672,"N Pooran","Lucknow Super Giants","2024"
1673,"N Pooran","Sunrisers Hyderabad","2022"
1674,"N Pooran","Punjab Kings","2021"
1675,"N Pooran","Lucknow Super Giants","2023"
1676,"N Pooran","Kings XI Punjab","2020"
1677,"N Rana","Kolkata Knight Riders","2020"
1678,"N Rana","Kolkata Knight Riders","2021"
1679,"N Rana","Kolkata Knight Riders","2022"
1680,"N Rana","Kolkata Knight Riders","2019"
1681,"N Rana","Mumbai Indians","2017"
1682,"N Rana","Mumbai Indians","2016"
1683,"N Rana","Kolkata Knight Riders","2024"
1684,"N Rana","Kolkata Knight Riders","2018"
1685,"N Rana","Kolkata Knight Riders","2023"
1686,"N Saini","Kings XI Punjab","2012"
1687,"N Thushara","Mumbai Indians","2024"
1688,"N Wadhera","Mumbai Indians","2023"
1689,"N Wadhera","Mumbai Indians","2024"
1690,"NA Saini","Rajasthan Royals","2023"
1691,"NB Singh","Gujarat Lions","2017"
1692,"ND Doshi","Royal Challengers Bangalore","2009"
1693,"ND Doshi","Rajasthan Royals","2011"
1694,"NJ Maddinson","Royal Challengers Bangalore","2015"
1695,"NJ Maddinson","Royal Challengers Bangalore","2014"
1696,"NJ Rimmington","Kings XI Punjab","2011"
1697,"NK Patel","Rajasthan Royals","2007"
1698,"NK Patel","Rajasthan Royals","2009"
1699,"NL McCullum","Pune Warriors","2011"
1700,"NLTC Perera","Kochi Tuskers Kerala","2011"
1701,"NLTC Perera","Chennai Super Kings","2009"
1702,"NLTC Perera","Kings XI Punjab","2015"
1703,"NLTC Perera","Rising Pune Supergiants","2016"
1704,"NLTC Perera","Sunrisers Hyderabad","2013"
1705,"NLTC Perera","Mumbai Indians","2012"
1706,"NM Coulter-Nile","Delhi Daredevils","2016"
1707,"NM Coulter-Nile","Delhi Daredevils","2015"
1708,"NM Coulter-Nile","Mumbai Indians","2021"
1709,"NM Coulter-Nile","Delhi Daredevils","2014"
1710,"NM Coulter-Nile","Mumbai Indians","2013"
1711,"NM Coulter-Nile","Kolkata Knight Riders","2017"
1712,"NM Coulter-Nile","Mumbai Indians","2020"
1713,"NM Coulter-Nile","Rajasthan Royals","2022"
1714,"NS Naik","Kolkata Knight Riders","2020"
1715,"NS Naik","Kolkata Knight Riders","2019"
1716,"NS Naik","Kings XI Punjab","2016"
1717,"NT Ellis","Punjab Kings","2022"
1718,"NT Ellis","Punjab Kings","2021"
1719,"NT Ellis","Punjab Kings","2023"
1720,"NT Ellis","Punjab Kings","2024"
1721,"NV Ojha","Delhi Daredevils","2011"
1722,"NV Ojha","Delhi Daredevils","2012"
1723,"NV Ojha","Sunrisers Hyderabad","2014"
1724,"NV Ojha","Delhi Daredevils","2018"
1725,"NV Ojha","Delhi Daredevils","2013"
1726,"NV Ojha","Rajasthan Royals","2009"
1727,"NV Ojha","Sunrisers Hyderabad","2015"
1728,"NV Ojha","Sunrisers Hyderabad","2017"
1729,"NV Ojha","Sunrisers Hyderabad","2016"
1730,"Naman Dhir","Mumbai Indians","2024"
1731,"Navdeep Saini","Royal Challengers Bangalore","2021"
1732,"Navdeep Saini","Rajasthan Royals","2023"
1733,"Navdeep Saini","Rajasthan Royals","2022"
1734,"Navdeep Saini","Royal Challengers Bangalore","2019"
1735,"Navdeep Saini","Royal Challengers Bangalore","2020"
1736,"Naveen-ul-Haq","Lucknow Super Giants","2024"
1737,"Naveen-ul-Haq","Lucknow Super Giants","2023"
1738,"Nithish Kumar Reddy","Sunrisers Hyderabad","2023"
1739,"Nithish Kumar Reddy","Sunrisers Hyderabad","2024"
1740,"Noor Ahmad","Gujarat Titans","2024"
1741,"Noor Ahmad","Gujarat Titans","2023"
1742,"O Thomas","Rajasthan Royals","2019"
1743,"OA Shah","Rajasthan Royals","2013"
1744,"OA Shah","Kolkata Knight Riders","2009"
1745,"OA Shah","Kochi Tuskers Kerala","2011"
1746,"OA Shah","Rajasthan Royals","2012"
1747,"OC McCoy","Rajasthan Royals","2022"
1748,"OC McCoy","Rajasthan Royals","2023"
1749,"OF Smith","Punjab Kings","2022"
1750,"P Amarnath","Chennai Super Kings","2007"
1751,"P Awana","Kings XI Punjab","2014"
1752,"P Awana","Kings XI Punjab","2012"
1753,"P Awana","Kings XI Punjab","2013"
1754,"P Chopra","Rajasthan Royals","2018"
1755,"P Chopra","Rajasthan Royals","2019"
1756,"P Dharmani","Kings XI Punjab","2007"
1757,"P Dogra","Kolkata Knight Riders","2013"
1758,"P Dogra","Kings XI Punjab","2012"
1759,"P Dogra","Rajasthan Royals","2009"
1760,"P Dubey","Delhi Capitals","2023"
1761,"P Dubey","Delhi Capitals","2020"
1762,"P Kumar","Mumbai Indians","2014"
1763,"P Kumar","Royal Challengers Bangalore","2009"
1764,"P Kumar","Sunrisers Hyderabad","2015"
1765,"P Kumar","Kings XI Punjab","2013"
1766,"P Kumar","Gujarat Lions","2016"
1767,"P Kumar","Royal Challengers Bangalore","2007"
1768,"P Kumar","Gujarat Lions","2017"
1769,"P Kumar","Kings XI Punjab","2011"
1770,"P Kumar","Kings XI Punjab","2012"
1771,"P Negi","Delhi Daredevils","2013"
1772,"P Negi","Royal Challengers Bangalore","2017"
1773,"P Negi","Delhi Daredevils","2016"
1774,"P Negi","Royal Challengers Bangalore","2019"
1775,"P Negi","Delhi Daredevils","2012"
1776,"P Negi","Royal Challengers Bangalore","2018"
1777,"P Negi","Chennai Super Kings","2015"
1778,"P Negi","Chennai Super Kings","2014"
1779,"P Parameswaran","Kochi Tuskers Kerala","2011"
1780,"P Parameswaran","Royal Challengers Bangalore","2012"
1781,"P Prasanth","Kochi Tuskers Kerala","2011"
1782,"P Ray Barman","Royal Challengers Bangalore","2019"
1783,"P Sahu","Kings XI Punjab","2016"
1784,"P Simran Singh","Punjab Kings","2023"
1785,"P Simran Singh","Punjab Kings","2022"
1786,"P Simran Singh","Kings XI Punjab","2019"
1787,"P Simran Singh","Punjab Kings","2024"
1788,"P Simran Singh","Punjab Kings","2021"
1789,"P Simran Singh","Kings XI Punjab","2020"
1790,"P Suyal","Mumbai Indians","2015"
1791,"P Suyal","Mumbai Indians","2013"
1792,"P Suyal","Mumbai Indians","2014"
1793,"PA Patel","Deccan Chargers","2012"
1794,"PA Patel","Mumbai Indians","2017"
1795,"PA Patel","Royal Challengers Bangalore","2014"
1796,"PA Patel","Royal Challengers Bangalore","2018"
1797,"PA Patel","Royal Challengers Bangalore","2019"
1798,"PA Patel","Sunrisers Hyderabad","2013"
1799,"PA Patel","Chennai Super Kings","2009"
1800,"PA Patel","Mumbai Indians","2015"
1801,"PA Patel","Kochi Tuskers Kerala","2011"
1802,"PA Patel","Mumbai Indians","2016"
1803,"PA Patel","Chennai Super Kings","2007"
1804,"PA Reddy","Deccan Chargers","2012"
1805,"PA Reddy","Sunrisers Hyderabad","2013"
1806,"PBB Rajapaksa","Punjab Kings","2023"
1807,"PBB Rajapaksa","Punjab Kings","2022"
1808,"PC Valthaty","Kings XI Punjab","2013"
1809,"PC Valthaty","Kings XI Punjab","2011"
1810,"PC Valthaty","Rajasthan Royals","2009"
1811,"PC Valthaty","Kings XI Punjab","2012"
1812,"PD Collingwood","Delhi Daredevils","2009"
1813,"PD Salt","Kolkata Knight Riders","2024"
1814,"PD Salt","Delhi Capitals","2023"
1815,"PH Solanki","Chennai Super Kings","2022"
1816,"PJ Cummins","Kolkata Knight Riders","2021"
1817,"PJ Cummins","Sunrisers Hyderabad","2024"
1818,"PJ Cummins","Kolkata Knight Riders","2022"
1819,"PJ Cummins","Kolkata Knight Riders","2015"
1820,"PJ Cummins","Kolkata Knight Riders","2020"
1821,"PJ Cummins","Kolkata Knight Riders","2014"
1822,"PJ Cummins","Delhi Daredevils","2017"
1823,"PJ Sangwan","Gujarat Lions","2016"
1824,"PJ Sangwan","Delhi Daredevils","2007"
1825,"PJ Sangwan","Kolkata Knight Riders","2013"
1826,"PJ Sangwan","Gujarat Lions","2017"
1827,"PJ Sangwan","Gujarat Titans","2022"
1828,"PJ Sangwan","Delhi Daredevils","2009"
1829,"PJ Sangwan","Mumbai Indians","2018"
1830,"PJ Sangwan","Kolkata Knight Riders","2012"
1831,"PK Garg","Sunrisers Hyderabad","2022"
1832,"PK Garg","Delhi Capitals","2023"
1833,"PK Garg","Sunrisers Hyderabad","2021"
1834,"PK Garg","Sunrisers Hyderabad","2020"
1835,"PM Sarvesh Kumar","Deccan Chargers","2007"
1836,"PN Mankad","Punjab Kings","2022"
1837,"PN Mankad","Lucknow Super Giants","2023"
1838,"PP Chawla","Kolkata Knight Riders","2015"
1839,"PP Chawla","Kings XI Punjab","2007"
1840,"PP Chawla","Kolkata Knight Riders","2016"
1841,"PP Chawla","Kings XI Punjab","2009"
1842,"PP Chawla","Mumbai Indians","2023"
1843,"PP Chawla","Mumbai Indians","2024"
1844,"PP Chawla","Kolkata Knight Riders","2017"
1845,"PP Chawla","Mumbai Indians","2021"
1846,"PP Chawla","Kolkata Knight Riders","2019"
1847,"PP Chawla","Kolkata Knight Riders","2018"
1848,"PP Chawla","Kolkata Knight Riders","2014"
1849,"PP Chawla","Kings XI Punjab","2011"
1850,"PP Chawla","Kings XI Punjab","2013"
1851,"PP Chawla","Chennai Super Kings","2020"
1852,"PP Chawla","Kings XI Punjab","2012"
1853,"PP Ojha","Mumbai Indians","2013"
1854,"PP Ojha","Mumbai Indians","2014"
1855,"PP Ojha","Mumbai Indians","2015"
1856,"PP Ojha","Deccan Chargers","2007"
1857,"PP Ojha","Mumbai Indians","2012"
1858,"PP Ojha","Deccan Chargers","2011"
1859,"PP Ojha","Deccan Chargers","2009"
1860,"PP Shaw","Delhi Daredevils","2018"
1861,"PP Shaw","Delhi Capitals","2021"
1862,"PP Shaw","Delhi Capitals","2019"
1863,"PP Shaw","Delhi Capitals","2020"
1864,"PP Shaw","Delhi Capitals","2022"
1865,"PP Shaw","Delhi Capitals","2024"
1866,"PP Shaw","Delhi Capitals","2023"
1867,"PR Shah","Mumbai Indians","2009"
1868,"PR Shah","Rajasthan Royals","2011"
1869,"PR Shah","Mumbai Indians","2007"
1870,"PSP Handscomb","Rising Pune Supergiants","2016"
1871,"PV Tambe","Gujarat Lions","2016"
1872,"PV Tambe","Rajasthan Royals","2015"
1873,"PV Tambe","Rajasthan Royals","2014"
1874,"PV Tambe","Rajasthan Royals","2013"
1875,"PVD Chameera","Kolkata Knight Riders","2024"
1876,"PVD Chameera","Lucknow Super Giants","2022"
1877,"PWH de Silva","Royal Challengers Bangalore","2023"
1878,"PWH de Silva","Royal Challengers Bangalore","2022"
1879,"PWH de Silva","Royal Challengers Bangalore","2021"
1880,"Pankaj Singh","Royal Challengers Bangalore","2009"
1881,"Pankaj Singh","Rajasthan Royals","2012"
1882,"Pankaj Singh","Rajasthan Royals","2011"
1883,"Pankaj Singh","Rajasthan Royals","2007"
1884,"Parvez Rasool","Sunrisers Hyderabad","2014"
1885,"Parvez Rasool","Royal Challengers Bangalore","2016"
1886,"Parvez Rasool","Pune Warriors","2013"
1887,"Parvez Rasool","Sunrisers Hyderabad","2015"
1888,"Q de Kock","Lucknow Super Giants","2024"
1889,"Q de Kock","Mumbai Indians","2020"
1890,"Q de Kock","Mumbai Indians","2021"
1891,"Q de Kock","Delhi Daredevils","2015"
1892,"Q de Kock","Sunrisers Hyderabad","2013"
1893,"Q de Kock","Delhi Daredevils","2016"
1894,"Q de Kock","Lucknow Super Giants","2023"
1895,"Q de Kock","Royal Challengers Bangalore","2018"
1896,"Q de Kock","Mumbai Indians","2019"
1897,"Q de Kock","Delhi Daredevils","2014"
1898,"Q de Kock","Lucknow Super Giants","2022"
1899,"R Ashwin","Chennai Super Kings","2011"
1900,"R Ashwin","Rajasthan Royals","2022"
1901,"R Ashwin","Delhi Capitals","2021"
1902,"R Ashwin","Rajasthan Royals","2024"
1903,"R Ashwin","Kings XI Punjab","2018"
1904,"R Ashwin","Chennai Super Kings","2009"
1905,"R Ashwin","Rajasthan Royals","2023"
1906,"R Ashwin","Kings XI Punjab","2019"
1907,"R Ashwin","Chennai Super Kings","2012"
1908,"R Ashwin","Chennai Super Kings","2013"
1909,"R Ashwin","Delhi Capitals","2020"
1910,"R Ashwin","Chennai Super Kings","2014"
1911,"R Ashwin","Chennai Super Kings","2015"
1912,"R Ashwin","Rising Pune Supergiants","2016"
1913,"R Bhatia","Delhi Daredevils","2009"
1914,"R Bhatia","Rising Pune Supergiant","2017"
1915,"R Bhatia","Rajasthan Royals","2014"
1916,"R Bhatia","Delhi Daredevils","2007"
1917,"R Bhatia","Rising Pune Supergiants","2016"
1918,"R Bhatia","Rajasthan Royals","2015"
1919,"R Bhatia","Kolkata Knight Riders","2013"
1920,"R Bhatia","Kolkata Knight Riders","2012"
1921,"R Bhatia","Kolkata Knight Riders","2011"
1922,"R Bishnoi","Royal Challengers Bangalore","2009"
1923,"R Dhawan","Punjab Kings","2024"
1924,"R Dhawan","Kings XI Punjab","2016"
1925,"R Dhawan","Punjab Kings","2023"
1926,"R Dhawan","Kings XI Punjab","2015"
1927,"R Dhawan","Mumbai Indians","2013"
1928,"R Dhawan","Punjab Kings","2022"
1929,"R Dhawan","Kings XI Punjab","2014"
1930,"R Dravid","Royal Challengers Bangalore","2007"
1931,"R Dravid","Rajasthan Royals","2011"
1932,"R Dravid","Rajasthan Royals","2013"
1933,"R Dravid","Royal Challengers Bangalore","2009"
1934,"R Dravid","Rajasthan Royals","2012"
1935,"R Goyal","Mumbai Indians","2023"
1936,"R McLaren","Kolkata Knight Riders","2013"
1937,"R McLaren","Kings XI Punjab","2011"
1938,"R McLaren","Mumbai Indians","2009"
1939,"R Ninan","Royal Challengers Bangalore","2011"
1940,"R Parag","Rajasthan Royals","2024"
1941,"R Parag","Rajasthan Royals","2019"
1942,"R Parag","Rajasthan Royals","2021"
1943,"R Parag","Rajasthan Royals","2023"
1944,"R Parag","Rajasthan Royals","2022"
1945,"R Parag","Rajasthan Royals","2020"
1946,"R Powell","Delhi Capitals","2022"
1947,"R Powell","Delhi Capitals","2023"
1948,"R Powell","Rajasthan Royals","2024"
1949,"R Rampaul","Royal Challengers Bangalore","2014"
1950,"R Rampaul","Royal Challengers Bangalore","2013"
1951,"R Ravindra","Chennai Super Kings","2024"
1952,"R Sai Kishore","Gujarat Titans","2024"
1953,"R Sai Kishore","Gujarat Titans","2022"
1954,"R Sanjay Yadav","Mumbai Indians","2022"
1955,"R Sathish","Mumbai Indians","2009"
1956,"R Sathish","Kolkata Knight Riders","2016"
1957,"R Sathish","Mumbai Indians","2011"
1958,"R Sathish","Kings XI Punjab","2013"
1959,"R Sharma","Deccan Chargers","2009"
1960,"R Sharma","Delhi Daredevils","2014"
1961,"R Sharma","Pune Warriors","2012"
1962,"R Sharma","Pune Warriors","2013"
1963,"R Sharma","Pune Warriors","2011"
1964,"R Shepherd","Lucknow Super Giants","2023"
1965,"R Shepherd","Mumbai Indians","2024"
1966,"R Shepherd","Sunrisers Hyderabad","2022"
1967,"R Shukla","Mumbai Indians","2012"
1968,"R Shukla","Delhi Daredevils","2014"
1969,"R Shukla","Rajasthan Royals","2013"
1970,"R Tewatia","Kings XI Punjab","2017"
1971,"R Tewatia","Delhi Capitals","2019"
1972,"R Tewatia","Rajasthan Royals","2021"
1973,"R Tewatia","Gujarat Titans","2023"
1974,"R Tewatia","Gujarat Titans","2024"
1975,"R Tewatia","Delhi Daredevils","2018"
1976,"R Tewatia","Rajasthan Royals","2014"
1977,"R Tewatia","Rajasthan Royals","2015"
1978,"R Tewatia","Rajasthan Royals","2020"
1979,"R Tewatia","Gujarat Titans","2022"
1980,"R Vinay Kumar","Mumbai Indians","2015"
1981,"R Vinay Kumar","Royal Challengers Bangalore","2013"
1982,"R Vinay Kumar","Mumbai Indians","2016"
1983,"R Vinay Kumar","Kolkata Knight Riders","2014"
1984,"R Vinay Kumar","Kolkata Knight Riders","2018"
1985,"R Vinay Kumar","Royal Challengers Bangalore","2012"
