"MATCH_ID","SEASON_ID","SEASON_MATCH","PLAY_OFF_ID","DATE_ID","REFEREE_ID","TV_UMPIRE_ID","UMPIRE_ID1","UMPIRE_ID2","TEAM_A_ID","TEAM_B_ID","VENUE_ID","MATCH_TYPE_ID","TOTAL_OVERS","BALLS_PER_OVER","OVERS_PLAYED_BY_TEAM_A","BOWLS_PLAYED_BY_TEAM_A","EXTRA_BOWLS_PLAYED_BY_TEAM_A","EXTRA_RUNS_SCORED_BY_TEAM_A","FOURS_BY_TEAM_A","SIXES_BY_TEAM_A","TOTAL_SCORE_BY_TEAM_A","WICKET_LOST_BY_TEAM_A","OVERS_PLAYED_BY_TEAM_B","BOWLS_PLAYED_BY_TEAM_B","EXTRA_BOWLS_PLAYED_BY_TEAM_B","EXTRA_RUNS_SCORED_BY_TEAM_B","FOURS_BY_TEAM_B","SIXES_BY_TEAM_B","TOTAL_SCORE_BY_TEAM_B","WICKET_LOST_BY_TEAM_B","TOSS_WINNER_TEAM_ID","TOSS_DECISION","MATCH_RESULT","WINNER_TEAM_ID"
76,2,20,3,377,26,45,52,9,7,11,17,1,20,6,19,126,17,17,4,2,119,8,19,128,11,11,7,1,116,7,7,"Bat","Result Declared",7
190,4,15,3,1094,26,13,25,10,2,7,28,1,20,6,19,122,5,5,17,3,165,8,17,113,14,14,15,8,166,2,7,"Field","Result Declared",7
47,1,48,3,36,4,1,1,4,7,2,27,1,20,6,19,122,8,8,13,8,178,4,19,121,5,5,14,9,175,4,7,"Field","Result Declared",7
50,1,51,3,38,4,10,1,25,2,17,28,1,20,6,19,126,13,13,15,7,165,10,18,114,3,3,19,7,171,5,2,"Bat","Result Declared",17
79,2,23,3,379,6,15,57,45,9,11,6,1,20,6,19,127,8,8,10,3,139,6,19,126,13,13,8,6,148,6,11,"Bat","Result Declared",11
136,3,21,3,707,25,46,13,3,1,11,5,1,20,6,19,130,14,14,18,3,180,2,18,120,14,14,16,6,181,5,11,"Field","Result Declared",11
166,3,51,3,729,26,7,57,13,7,2,14,1,20,6,19,125,8,8,23,4,174,3,19,122,13,13,17,7,178,5,2,"Field","Result Declared",2
211,4,37,3,1108,9,47,13,9,9,7,11,1,20,6,17,109,12,12,13,1,120,2,19,124,6,6,12,1,119,6,9,"Field","Result Declared",9
234,4,60,3,1123,9,1,1,9,7,4,14,1,20,6,19,127,9,9,20,6,170,6,19,124,12,12,13,6,141,8,4,"Field","Result Declared",7
235,4,61,3,1123,8,19,12,61,8,14,15,1,20,6,7,48,9,9,9,7,98,2,18,113,3,3,9,4,97,10,8,"Field","Result Declared",8
352,6,30,3,1831,11,4,31,54,1,14,19,1,20,6,19,121,7,7,18,4,186,5,19,127,10,10,12,7,185,4,14,"Bat","Result Declared",1
389,6,67,3,1855,8,55,58,10,7,4,14,1,20,6,19,123,9,9,18,7,171,4,19,121,13,13,15,7,164,7,4,"Field","Result Declared",7
10,1,10,3,8,3,9,2,13,7,11,27,1,20,6,19,124,7,7,19,5,182,10,19,126,7,7,12,4,116,9,11,"Field","Result Declared",7
137,3,22,3,708,8,20,58,11,14,2,29,1,20,6,15,97,11,11,11,9,151,2,19,127,11,11,8,6,148,9,2,"Bat","Result Declared",14
155,3,40,3,721,1,12,31,5,17,2,18,1,20,6,19,130,15,15,16,8,184,6,19,121,8,8,17,8,186,3,2,"Field","Result Declared",2
182,4,7,3,1090,7,20,2,63,14,4,31,1,20,6,18,114,12,12,13,6,152,4,19,124,9,9,14,6,151,6,4,"Bat","Result Declared",14
185,4,9,3,1091,2,1,1,9,7,1,27,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"Field","Result Declared",7
201,4,27,3,1102,12,12,58,41,2,11,28,1,20,6,19,123,12,12,14,1,135,8,19,122,5,5,18,5,172,4,2,"Field","Result Declared",11
210,4,36,3,1108,12,12,58,41,8,4,23,1,20,6,18,114,8,8,9,3,119,10,19,125,16,16,12,7,157,7,4,"Bat","Result Declared",4
244,4,70,3,1130,26,14,45,11,9,11,11,1,20,6,19,122,6,6,16,7,175,7,19,126,16,16,20,3,178,5,11,"Field","Result Declared",11
258,5,10,3,1454,12,19,10,61,17,9,18,1,20,6,19,127,10,10,8,3,123,9,19,122,6,6,15,6,165,8,17,"Field","Result Declared",9
374,6,52,3,1846,7,54,2,61,14,4,31,1,20,6,17,112,11,11,15,2,155,1,19,125,7,7,19,2,154,4,4,"Bat","Result Declared",14
395,6,\\N,4,1860,8,14,16,61,1,11,12,1,20,6,19,120,1,1,17,7,192,1,18,114,5,5,10,7,144,10,1,"Bat","Result Declared",1
496,8,39,3,2574,8,55,58,33,11,4,39,1,20,6,19,123,9,9,9,7,153,5,19,121,4,4,15,6,152,6,4,"Bat","Result Declared",11
532,9,15,3,2926,16,38,22,58,5,19,30,1,20,6,19,123,5,5,11,1,135,8,14,94,10,10,14,0,137,0,19,"Field","Result Declared",19
590,10,13,3,3284,1,62,21,10,5,15,30,1,20,6,17,112,5,5,20,7,172,3,19,124,5,5,15,6,171,8,5,"Field","Result Declared",5
664,11,28,3,3664,7,14,32,21,19,14,31,1,20,6,19,120,1,1,15,2,151,7,19,120,1,1,9,2,140,6,19,"Bat","Result Declared",19
665,11,29,3,3664,14,62,54,16,17,9,18,1,20,6,19,124,10,10,12,9,175,4,19,122,8,8,18,6,176,5,9,"Field","Result Declared",9
690,11,54,3,3684,21,38,54,10,19,9,28,1,20,6,19,126,11,11,14,6,172,9,19,123,7,7,14,8,173,5,19,"Bat","Result Declared",9
750,12,54,3,4034,18,37,54,16,19,17,18,1,20,6,19,123,4,4,15,9,175,7,19,123,9,9,16,8,178,6,17,"Field","Result Declared",17
754,12,\\N,1,4038,7,49,32,10,19,3,9,1,20,6,19,128,10,10,12,7,162,8,19,124,6,6,14,9,165,8,3,"Field","Result Declared",3
243,4,69,3,1130,8,21,8,25,17,1,18,1,20,6,17,116,10,10,10,6,129,2,19,126,10,10,7,7,128,8,17,"Field","Result Declared",17
356,6,34,3,1834,7,54,2,62,1,19,19,1,20,6,19,123,6,6,15,6,160,5,19,123,8,8,17,4,159,6,19,"Bat","Result Declared",1
494,8,37,3,2573,1,48,30,39,1,17,19,1,20,6,19,125,5,5,12,5,148,9,19,119,2,2,15,1,124,10,1,"Bat","Result Declared",1
624,10,48,3,3308,15,49,46,57,19,11,28,1,20,6,18,112,4,4,13,2,140,3,19,126,10,10,10,3,138,7,11,"Bat","Result Declared",19
731,12,35,3,4019,7,38,34,20,17,9,11,1,20,6,19,125,6,6,18,12,213,4,19,128,16,16,17,14,203,5,9,"Field","Result Declared",17
739,12,43,3,4025,7,59,37,34,9,14,11,1,20,6,19,123,10,10,14,11,175,6,19,121,5,5,18,8,177,7,14,"Field","Result Declared",14
302,5,56,3,1484,7,21,32,30,14,1,31,1,20,6,19,126,12,12,12,2,126,6,18,117,13,13,11,5,127,6,1,"Field","Result Declared",1
105,2,49,3,395,2,27,10,63,2,7,24,1,20,6,19,124,5,5,12,4,133,8,19,126,7,7,10,3,134,7,2,"Field","Result Declared",7
121,3,6,3,697,7,2,7,25,14,4,29,1,20,6,19,125,5,5,14,4,141,6,17,107,9,9,12,5,142,4,4,"Field","Result Declared",4
187,4,12,3,1093,7,2,2,55,14,9,31,1,20,6,19,128,19,19,10,5,159,4,18,114,4,4,18,3,160,1,9,"Field","Result Declared",9
276,5,28,3,1466,12,48,10,61,11,7,39,1,20,6,19,125,6,6,16,4,163,6,19,121,6,6,15,4,164,4,11,"Bat","Result Declared",7
317,5,71,3,1494,7,48,10,11,2,17,28,1,20,6,19,124,10,10,7,5,132,7,19,123,3,3,7,6,123,9,17,"Field","Result Declared",2
324,6,2,3,1813,7,29,15,30,17,11,18,1,20,6,19,125,16,16,18,6,156,5,19,122,8,8,11,5,154,5,11,"Field","Result Declared",17
327,6,5,3,1815,1,29,57,15,1,11,19,1,20,6,19,126,7,7,11,4,139,9,19,126,9,9,10,7,148,6,11,"Bat","Result Declared",11
394,6,72,3,1858,12,49,1,31,19,9,28,1,20,6,18,117,9,9,11,4,132,5,19,123,14,14,9,3,130,7,9,"Bat","Result Declared",19
405,7,7,3,2194,7,14,3,57,14,7,33,1,20,6,19,123,6,6,17,10,191,5,18,116,9,9,11,12,193,3,7,"Field","Result Declared",7
485,8,28,3,2567,1,56,17,15,1,9,19,1,20,6,19,127,12,12,12,3,134,6,19,123,5,5,12,3,132,9,9,"Field","Result Declared",1
520,9,3,3,2916,15,60,54,15,7,5,27,1,20,6,19,124,7,7,14,4,161,6,17,109,6,6,22,2,162,5,5,"Field","Result Declared",5
563,9,46,3,2950,14,35,46,57,7,19,27,1,20,6,19,120,3,3,23,3,179,4,19,123,9,9,15,7,180,3,7,"Bat","Result Declared",19
